,TF,Humidity,Windspeed,weather,Date,hour,cnt
4995,70F,87%,16mph,Light Rain,2017-07-29,7,136
4996,74F,76%,21mph,Mostly Cloudy / Windy,2017-07-29,8,248
4997,73F,76%,23mph,Cloudy / Windy,2017-07-29,9,444
4998,73F,71%,21mph,Cloudy / Windy,2017-07-29,10,620
4999,72F,76%,22mph,Light Rain / Windy,2017-07-29,11,758
5000,70F,81%,16mph,Light Rain,2017-07-29,12,782
5001,74F,73%,16mph,Light Rain,2017-07-29,13,496
5002,73F,73%,15mph,Light Rain,2017-07-29,14,600
5003,75F,71%,12mph,Light Rain,2017-07-29,15,620
5004,77F,52%,20mph,Cloudy,2017-07-29,16,584
5005,75F,57%,16mph,Mostly Cloudy,2017-07-29,17,824
5006,75F,51%,17mph,Mostly Cloudy,2017-07-29,18,805
5007,74F,52%,16mph,Mostly Cloudy,2017-07-29,19,726
5008,73F,53%,15mph,Mostly Cloudy,2017-07-29,20,674
5009,72F,53%,15mph,Mostly Cloudy,2017-07-29,21,482
5010,70F,55%,15mph,Mostly Cloudy,2017-07-29,22,460
5011,69F,58%,10mph,Mostly Cloudy,2017-07-30,23,155
5012,67F,63%,8mph,Mostly Cloudy,2017-07-30,0,226
5013,66F,68%,10mph,Mostly Cloudy,2017-07-30,1,173
5014,65F,73%,8mph,Mostly Cloudy,2017-07-30,2,112
5015,65F,70%,9mph,Fair,2017-07-30,3,75
5016,63F,72%,7mph,Fair,2017-07-30,4,21
5017,64F,72%,8mph,Fair,2017-07-30,5,39
5018,67F,68%,8mph,Fair,2017-07-30,6,77
5019,71F,59%,8mph,Fair,2017-07-30,7,162
5020,74F,55%,7mph,Fair,2017-07-30,8,378
5021,77F,46%,7mph,Fair,2017-07-30,9,663
5022,78F,45%,3mph,Fair,2017-07-30,10,965
5023,80F,40%,12mph,Fair,2017-07-30,11,1281
5024,81F,39%,9mph,Fair,2017-07-30,12,1414
5025,83F,39%,8mph,Fair,2017-07-30,13,1392
5026,83F,39%,12mph,Fair,2017-07-30,14,1340
5027,83F,38%,9mph,Fair,2017-07-30,15,1264
5028,83F,37%,7mph,Fair,2017-07-30,16,1298
5029,82F,39%,7mph,Fair,2017-07-30,17,1251
5030,80F,42%,8mph,Fair,2017-07-30,18,1022
5031,76F,50%,6mph,Fair,2017-07-30,19,912
5032,75F,64%,5mph,Fair,2017-07-30,20,734
5033,74F,62%,0mph,Fair,2017-07-30,21,433
5034,72F,66%,5mph,Partly Cloudy,2017-07-30,22,380
5035,70F,73%,3mph,Fair,2017-07-31,23,148
5036,69F,81%,3mph,Fair,2017-07-31,0,66
5037,67F,81%,0mph,Fair,2017-07-31,1,28
5038,68F,78%,0mph,Fair,2017-07-31,2,11
5039,67F,87%,0mph,Fair,2017-07-31,3,3
5040,67F,84%,0mph,Fair,2017-07-31,4,18
5041,68F,81%,0mph,Fair,2017-07-31,5,96
5042,71F,73%,0mph,Partly Cloudy,2017-07-31,6,346
5043,76F,58%,6mph,Mostly Cloudy,2017-07-31,7,855
5044,77F,62%,3mph,Mostly Cloudy,2017-07-31,8,1024
5045,83F,49%,3mph,Partly Cloudy,2017-07-31,9,622
5046,84F,46%,0mph,Fair,2017-07-31,10,472
5047,86F,44%,6mph,Partly Cloudy,2017-07-31,11,568
5048,88F,43%,7mph,Partly Cloudy,2017-07-31,12,707
5049,87F,43%,0mph,Partly Cloudy,2017-07-31,13,646
5050,91F,39%,0mph,Partly Cloudy,2017-07-31,14,572
5051,88F,40%,3mph,Mostly Cloudy,2017-07-31,15,714
5052,88F,42%,0mph,Mostly Cloudy,2017-07-31,16,1077
5053,88F,43%,7mph,Mostly Cloudy,2017-07-31,17,1822
5054,83F,58%,10mph,Partly Cloudy,2017-07-31,18,1440
5055,80F,64%,6mph,Fair,2017-07-31,19,1092
5056,78F,74%,5mph,Fair,2017-07-31,20,763
5057,77F,74%,7mph,Fair,2017-07-31,21,522
5058,76F,74%,3mph,Partly Cloudy,2017-07-31,22,324
5059,75F,79%,5mph,Partly Cloudy,2017-08-01,23,179
5060,74F,87%,6mph,Fair,2017-08-01,0,69
5061,73F,87%,5mph,Fair,2017-08-01,1,24
5062,73F,87%,0mph,Fair,2017-08-01,2,8
5063,71F,90%,5mph,Mostly Cloudy,2017-08-01,3,4
5064,72F,87%,0mph,Fair,2017-08-01,4,22
5065,73F,87%,0mph,Fair,2017-08-01,5,127
5066,76F,74%,5mph,Fair,2017-08-01,6,435
5067,80F,62%,8mph,Fair,2017-08-01,7,992
5068,82F,60%,7mph,Partly Cloudy,2017-08-01,8,1353
5069,86F,53%,5mph,Fair,2017-08-01,9,663
5070,87F,51%,6mph,Fair,2017-08-01,10,401
5071,86F,48%,5mph,Partly Cloudy,2017-08-01,11,495
5072,90F,42%,3mph,Partly Cloudy,2017-08-01,12,588
5073,88F,49%,8mph,Fair,2017-08-01,13,533
5074,88F,49%,8mph,Fair,2017-08-01,14,527
5075,87F,49%,13mph,Partly Cloudy,2017-08-01,15,678
5076,82F,58%,18mph,Mostly Cloudy,2017-08-01,16,1021
5077,78F,74%,21mph,Mostly Cloudy / Windy,2017-08-01,17,1011
5078,78F,68%,6mph,Mostly Cloudy,2017-08-01,18,848
5079,79F,62%,0mph,Mostly Cloudy,2017-08-01,19,909
5080,78F,76%,0mph,Mostly Cloudy,2017-08-01,20,748
5081,78F,74%,3mph,Cloudy,2017-08-01,21,459
5082,78F,71%,0mph,Cloudy,2017-08-01,22,308
5083,78F,74%,3mph,Mostly Cloudy,2017-08-02,23,198
5084,77F,76%,5mph,Cloudy,2017-08-02,0,78
5085,76F,85%,6mph,Cloudy,2017-08-02,1,38
5086,76F,82%,3mph,Cloudy,2017-08-02,2,37
5087,76F,85%,0mph,Cloudy,2017-08-02,3,6
5088,74F,91%,5mph,Mostly Cloudy,2017-08-02,4,24
5089,74F,87%,5mph,Mostly Cloudy,2017-08-02,5,128
5090,76F,85%,6mph,Mostly Cloudy,2017-08-02,6,434
5091,77F,82%,5mph,Mostly Cloudy,2017-08-02,7,991
5092,81F,74%,0mph,Partly Cloudy,2017-08-02,8,1336
5093,83F,67%,7mph,Partly Cloudy,2017-08-02,9,661
5094,85F,61%,10mph,Partly Cloudy,2017-08-02,10,400
5095,87F,51%,14mph,Partly Cloudy,2017-08-02,11,482
5096,88F,59%,10mph,Partly Cloudy,2017-08-02,12,594
5097,88F,57%,10mph,Partly Cloudy,2017-08-02,13,560
5098,90F,50%,15mph,Mostly Cloudy,2017-08-02,14,596
5099,89F,46%,14mph,Mostly Cloudy,2017-08-02,15,630
5100,87F,49%,16mph,Mostly Cloudy,2017-08-02,16,978
5101,86F,49%,13mph,Cloudy,2017-08-02,17,1729
5102,80F,67%,9mph,Mostly Cloudy,2017-08-02,18,1435
5103,79F,69%,5mph,Fair,2017-08-02,19,1040
5104,78F,74%,5mph,Mostly Cloudy,2017-08-02,20,767
5105,78F,76%,0mph,Mostly Cloudy,2017-08-02,21,552
5106,77F,82%,7mph,Mostly Cloudy,2017-08-02,22,385
5107,76F,85%,6mph,Partly Cloudy,2017-08-03,23,219
5108,75F,84%,7mph,Fair,2017-08-03,0,114
5109,75F,84%,3mph,Fair,2017-08-03,1,45
5110,75F,84%,6mph,Fair,2017-08-03,2,26
5111,73F,87%,6mph,Fair,2017-08-03,3,5
5112,73F,87%,8mph,Fair,2017-08-03,4,12
5113,73F,87%,6mph,Fair,2017-08-03,5,125
5114,74F,87%,3mph,Fair,2017-08-03,6,408
5115,77F,82%,5mph,Fair,2017-08-03,7,955
5116,80F,74%,0mph,Partly Cloudy,2017-08-03,8,1296
5117,84F,67%,3mph,Mostly Cloudy,2017-08-03,9,616
5118,86F,61%,3mph,Cloudy,2017-08-03,10,409
5119,87F,59%,0mph,Partly Cloudy,2017-08-03,11,497
5120,88F,55%,6mph,Partly Cloudy,2017-08-03,12,643
5121,89F,53%,9mph,Partly Cloudy,2017-08-03,13,572
5122,89F,55%,12mph,Mostly Cloudy,2017-08-03,14,554
5123,88F,61%,13mph,Mostly Cloudy,2017-08-03,15,736
5124,87F,63%,9mph,Mostly Cloudy,2017-08-03,16,981
5125,73F,84%,17mph,Light Rain with Thunder,2017-08-03,17,1678
5126,74F,91%,6mph,Mostly Cloudy,2017-08-03,18,885
5127,75F,90%,7mph,Partly Cloudy,2017-08-03,19,639
5128,75F,90%,7mph,Partly Cloudy,2017-08-03,20,584
5129,75F,90%,5mph,Partly Cloudy,2017-08-03,21,457
5130,75F,94%,0mph,Fair,2017-08-03,22,340
5131,76F,87%,0mph,Fair,2017-08-04,23,319
5132,77F,82%,7mph,Fair,2017-08-04,0,112
5133,76F,85%,8mph,Fair,2017-08-04,1,44
5134,76F,82%,8mph,Fair,2017-08-04,2,44
5135,75F,84%,7mph,Fair,2017-08-04,3,13
5136,75F,82%,8mph,Partly Cloudy,2017-08-04,4,23
5137,75F,84%,8mph,Partly Cloudy,2017-08-04,5,107
5138,76F,82%,9mph,Fair,2017-08-04,6,328
5139,78F,81%,9mph,Fair,2017-08-04,7,772
5140,80F,76%,9mph,Fair,2017-08-04,8,1228
5141,82F,71%,9mph,Fair,2017-08-04,9,680
5142,85F,65%,10mph,Fair,2017-08-04,10,542
5143,88F,63%,9mph,Fair,2017-08-04,11,669
5144,89F,55%,13mph,Fair,2017-08-04,12,747
5145,89F,53%,14mph,Partly Cloudy,2017-08-04,13,693
5146,89F,53%,14mph,Partly Cloudy,2017-08-04,14,708
5147,88F,55%,14mph,Partly Cloudy,2017-08-04,15,864
5148,87F,55%,16mph,Fair,2017-08-04,16,1183
5149,85F,61%,12mph,Fair,2017-08-04,17,1455
5150,83F,63%,12mph,Partly Cloudy,2017-08-04,18,1207
5151,81F,69%,9mph,Mostly Cloudy,2017-08-04,19,930
5152,80F,74%,14mph,Mostly Cloudy,2017-08-04,20,716
5153,79F,82%,10mph,Mostly Cloudy,2017-08-04,21,502
5154,79F,82%,13mph,Cloudy,2017-08-04,22,402
5155,79F,82%,13mph,Cloudy,2017-08-05,23,371
5156,79F,79%,6mph,Cloudy,2017-08-05,0,206
5157,79F,79%,6mph,Cloudy,2017-08-05,1,97
5158,78F,81%,3mph,Cloudy,2017-08-05,2,92
5159,77F,79%,12mph,Cloudy,2017-08-05,3,39
5160,76F,79%,9mph,Cloudy,2017-08-05,4,11
5161,75F,79%,8mph,Mostly Cloudy,2017-08-05,5,29
5162,74F,82%,13mph,Mostly Cloudy,2017-08-05,6,77
5163,75F,66%,18mph,Mostly Cloudy,2017-08-05,7,192
5164,75F,55%,17mph,Partly Cloudy,2017-08-05,8,361
5165,75F,48%,22mph,Partly Cloudy / Windy,2017-08-05,9,629
5166,76F,46%,24mph,Partly Cloudy / Windy,2017-08-05,10,973
5167,78F,46%,18mph,Partly Cloudy,2017-08-05,11,1142
5168,76F,46%,20mph,Mostly Cloudy,2017-08-05,12,1297
5169,80F,45%,8mph,Partly Cloudy,2017-08-05,13,1339
5170,81F,42%,13mph,Fair,2017-08-05,14,1461
5171,80F,42%,16mph,Fair,2017-08-05,15,1419
5172,80F,40%,12mph,Partly Cloudy,2017-08-05,16,1330
5173,78F,43%,13mph,Partly Cloudy,2017-08-05,17,1288
5174,77F,45%,12mph,Partly Cloudy,2017-08-05,18,1095
5175,75F,46%,5mph,Partly Cloudy,2017-08-05,19,985
5176,75F,48%,3mph,Fair,2017-08-05,20,841
5177,73F,53%,5mph,Fair,2017-08-05,21,618
5178,73F,55%,8mph,Partly Cloudy,2017-08-05,22,454
5179,71F,59%,7mph,Partly Cloudy,2017-08-06,23,156
5180,71F,59%,6mph,Mostly Cloudy,2017-08-06,0,219
5181,70F,61%,3mph,Mostly Cloudy,2017-08-06,1,150
5182,67F,73%,6mph,Mostly Cloudy,2017-08-06,2,102
5183,68F,70%,5mph,Mostly Cloudy,2017-08-06,3,52
5184,68F,73%,0mph,Mostly Cloudy,2017-08-06,4,22
5185,70F,65%,0mph,Cloudy,2017-08-06,5,16
5186,71F,70%,6mph,Cloudy,2017-08-06,6,52
5187,72F,64%,6mph,Cloudy,2017-08-06,7,135
5188,74F,59%,6mph,Mostly Cloudy,2017-08-06,8,271
5189,76F,54%,7mph,Mostly Cloudy,2017-08-06,9,574
5190,78F,52%,7mph,Mostly Cloudy,2017-08-06,10,839
5191,80F,52%,6mph,Mostly Cloudy,2017-08-06,11,1124
5192,81F,49%,3mph,Mostly Cloudy,2017-08-06,12,1215
5193,81F,49%,7mph,Mostly Cloudy,2017-08-06,13,1182
5194,81F,49%,8mph,Cloudy,2017-08-06,14,1238
5195,81F,49%,8mph,Mostly Cloudy,2017-08-06,15,1341
5196,81F,50%,7mph,Cloudy,2017-08-06,16,1241
5197,80F,50%,3mph,Mostly Cloudy,2017-08-06,17,1096
5198,79F,52%,6mph,Cloudy,2017-08-06,18,1000
5199,78F,58%,6mph,Mostly Cloudy,2017-08-06,19,828
5200,76F,69%,9mph,Mostly Cloudy,2017-08-06,20,606
5201,76F,64%,7mph,Mostly Cloudy,2017-08-06,21,387
5202,76F,67%,10mph,Cloudy,2017-08-06,22,313
5203,76F,69%,9mph,Light Rain,2017-08-07,23,100
5204,74F,73%,10mph,Light Rain,2017-08-07,0,94
5205,72F,84%,6mph,Light Rain,2017-08-07,1,31
5206,71F,90%,5mph,Light Rain,2017-08-07,2,6
5207,71F,84%,3mph,Cloudy,2017-08-07,3,9
5208,71F,84%,0mph,Light Rain,2017-08-07,4,15
5209,72F,84%,0mph,Light Rain,2017-08-07,5,59
5210,71F,93%,3mph,Cloudy,2017-08-07,6,176
5211,71F,93%,5mph,Light Rain,2017-08-07,7,248
5212,72F,93%,5mph,Light Rain,2017-08-07,8,523
5213,72F,93%,9mph,Light Rain,2017-08-07,9,365
5214,72F,97%,7mph,Rain,2017-08-07,10,93
5215,72F,97%,9mph,Heavy Rain,2017-08-07,11,68
5216,72F,97%,10mph,Light Rain,2017-08-07,12,46
5217,72F,100%,12mph,Heavy Rain,2017-08-07,13,42
5218,73F,96%,6mph,Cloudy,2017-08-07,14,51
5219,73F,93%,8mph,Cloudy,2017-08-07,15,168
5220,74F,93%,7mph,Cloudy,2017-08-07,16,571
5221,72F,91%,12mph,Light Rain,2017-08-07,17,1074
5222,73F,93%,5mph,Cloudy,2017-08-07,18,710
5223,73F,90%,7mph,Mostly Cloudy,2017-08-07,19,490
5224,73F,93%,6mph,Mostly Cloudy,2017-08-07,20,395
5225,73F,90%,6mph,Cloudy,2017-08-07,21,324
5226,72F,93%,7mph,Light Rain,2017-08-07,22,237
5227,72F,93%,3mph,Cloudy,2017-08-08,23,188
5228,72F,91%,0mph,Cloudy,2017-08-08,0,50
5229,72F,91%,3mph,Light Rain,2017-08-08,1,12
5230,71F,93%,7mph,Light Rain,2017-08-08,2,10
5231,70F,97%,10mph,Light Drizzle,2017-08-08,3,2
5232,70F,97%,7mph,Cloudy,2017-08-08,4,16
5233,70F,93%,8mph,Cloudy,2017-08-08,5,101
5234,70F,90%,9mph,Cloudy,2017-08-08,6,347
5235,70F,90%,10mph,Cloudy,2017-08-08,7,877
5236,73F,84%,12mph,Cloudy,2017-08-08,8,1315
5237,74F,73%,13mph,Cloudy,2017-08-08,9,599
5238,75F,69%,10mph,Cloudy,2017-08-08,10,494
5239,76F,64%,10mph,Cloudy,2017-08-08,11,534
5240,78F,60%,12mph,Mostly Cloudy,2017-08-08,12,634
5241,79F,56%,13mph,Mostly Cloudy,2017-08-08,13,667
5242,79F,56%,12mph,Mostly Cloudy,2017-08-08,14,606
5243,79F,50%,9mph,Mostly Cloudy,2017-08-08,15,791
5244,81F,49%,7mph,Mostly Cloudy,2017-08-08,16,1136
5245,79F,54%,3mph,Partly Cloudy,2017-08-08,17,1912
5246,78F,54%,5mph,Partly Cloudy,2017-08-08,18,1628
5247,76F,62%,3mph,Partly Cloudy,2017-08-08,19,1030
5248,73F,71%,6mph,Fair,2017-08-08,20,792
5249,72F,76%,5mph,Fair,2017-08-08,21,566
5250,72F,76%,3mph,Fair,2017-08-08,22,435
5251,70F,81%,3mph,Fair,2017-08-09,23,206
5252,70F,81%,0mph,Fair,2017-08-09,0,108
5253,71F,78%,0mph,Partly Cloudy,2017-08-09,1,25
5254,68F,90%,0mph,Partly Cloudy,2017-08-09,2,10
5255,66F,87%,5mph,Fair,2017-08-09,3,7
5256,65F,84%,7mph,Fair,2017-08-09,4,15
5257,66F,78%,10mph,Fair,2017-08-09,5,116
5258,69F,75%,6mph,Fair,2017-08-09,6,390
5259,73F,61%,6mph,Fair,2017-08-09,7,972
5260,76F,56%,3mph,Fair,2017-08-09,8,1344
5261,79F,50%,5mph,Fair,2017-08-09,9,685
5262,82F,34%,3mph,Fair,2017-08-09,10,501
5263,83F,36%,7mph,Partly Cloudy,2017-08-09,11,556
5264,83F,34%,3mph,Fair,2017-08-09,12,667
5265,85F,36%,3mph,Fair,2017-08-09,13,672
5266,85F,34%,5mph,Fair,2017-08-09,14,645
5267,83F,39%,8mph,Fair,2017-08-09,15,729
5268,82F,45%,8mph,Fair,2017-08-09,16,1148
5269,81F,44%,7mph,Partly Cloudy,2017-08-09,17,1881
5270,79F,50%,7mph,Mostly Cloudy,2017-08-09,18,1483
5271,77F,54%,5mph,Partly Cloudy,2017-08-09,19,1071
5272,76F,56%,5mph,Partly Cloudy,2017-08-09,20,785
5273,74F,64%,5mph,Partly Cloudy,2017-08-09,21,554
5274,74F,66%,0mph,Partly Cloudy,2017-08-09,22,392
5275,73F,68%,0mph,Mostly Cloudy,2017-08-10,23,196
5276,70F,76%,5mph,Mostly Cloudy,2017-08-10,0,97
5277,71F,78%,0mph,Fair,2017-08-10,1,24
5278,69F,78%,0mph,Fair,2017-08-10,2,19
5279,69F,81%,0mph,Fair,2017-08-10,3,12
5280,68F,87%,3mph,Mostly Cloudy,2017-08-10,4,15
5281,70F,84%,0mph,Mostly Cloudy,2017-08-10,5,105
5282,72F,81%,3mph,Partly Cloudy,2017-08-10,6,352
5283,76F,67%,6mph,Fair,2017-08-10,7,924
5284,80F,56%,5mph,Fair,2017-08-10,8,1411
5285,80F,56%,5mph,Partly Cloudy,2017-08-10,9,674
5286,82F,45%,8mph,Partly Cloudy,2017-08-10,10,496
5287,83F,42%,8mph,Mostly Cloudy,2017-08-10,11,541
5288,83F,47%,9mph,Mostly Cloudy,2017-08-10,12,674
5289,83F,51%,9mph,Mostly Cloudy,2017-08-10,13,701
5290,82F,51%,7mph,Cloudy,2017-08-10,14,615
5291,81F,50%,8mph,Mostly Cloudy,2017-08-10,15,736
5292,81F,50%,9mph,Mostly Cloudy,2017-08-10,16,1103
5293,79F,52%,7mph,Cloudy,2017-08-10,17,1810
5294,79F,56%,7mph,Cloudy,2017-08-10,18,1589
5295,77F,62%,6mph,Cloudy,2017-08-10,19,1054
5296,75F,69%,7mph,Fair,2017-08-10,20,698
5297,74F,71%,5mph,Partly Cloudy,2017-08-10,21,524
5298,74F,68%,8mph,Mostly Cloudy,2017-08-10,22,409
5299,73F,76%,5mph,Mostly Cloudy,2017-08-11,23,98
5300,72F,78%,7mph,Partly Cloudy,2017-08-11,0,114
5301,71F,84%,6mph,Partly Cloudy,2017-08-11,1,67
5302,72F,81%,10mph,Mostly Cloudy,2017-08-11,2,23
5303,71F,81%,6mph,Cloudy,2017-08-11,3,10
5304,72F,76%,0mph,Cloudy,2017-08-11,4,10
5305,72F,71%,5mph,Mostly Cloudy,2017-08-11,5,95
5306,73F,71%,7mph,Mostly Cloudy,2017-08-11,6,312
5307,73F,71%,6mph,Mostly Cloudy,2017-08-11,7,769
5308,74F,68%,8mph,Cloudy,2017-08-11,8,1280
5309,75F,66%,10mph,Cloudy,2017-08-11,9,738
5310,76F,79%,6mph,Cloudy,2017-08-11,10,495
5311,78F,76%,7mph,Cloudy,2017-08-11,11,657
5312,80F,76%,7mph,Light Rain,2017-08-11,12,754
5313,81F,74%,5mph,Mostly Cloudy,2017-08-11,13,794
5314,83F,67%,10mph,Cloudy,2017-08-11,14,752
5315,82F,71%,9mph,Cloudy,2017-08-11,15,879
5316,81F,72%,7mph,Cloudy,2017-08-11,16,1242
5317,80F,74%,6mph,Light Rain,2017-08-11,17,1522
5318,76F,87%,3mph,Light Rain with Thunder,2017-08-11,18,1083
5319,74F,97%,5mph,T-Storm,2017-08-11,19,387
5320,74F,91%,0mph,Light Rain,2017-08-11,20,117
5321,73F,96%,7mph,Light Rain,2017-08-11,21,146
5322,73F,96%,6mph,Cloudy,2017-08-11,22,45
5323,74F,97%,3mph,Cloudy,2017-08-12,23,161
5324,73F,96%,3mph,Cloudy,2017-08-12,0,87
5325,73F,96%,0mph,Cloudy,2017-08-12,1,78
5326,73F,96%,6mph,Cloudy,2017-08-12,2,48
5327,73F,96%,3mph,Cloudy,2017-08-12,3,20
5328,73F,96%,0mph,Cloudy,2017-08-12,4,10
5329,74F,93%,0mph,Cloudy,2017-08-12,5,27
5330,74F,97%,0mph,Cloudy,2017-08-12,6,75
5331,74F,93%,0mph,Cloudy,2017-08-12,7,178
5332,75F,96%,5mph,Light Rain,2017-08-12,8,359
5333,78F,87%,8mph,Cloudy,2017-08-12,9,545
5334,79F,82%,8mph,Cloudy,2017-08-12,10,702
5335,80F,85%,8mph,Cloudy,2017-08-12,11,946
5336,82F,76%,7mph,Mostly Cloudy,2017-08-12,12,951
5337,83F,74%,7mph,Partly Cloudy,2017-08-12,13,1039
5338,83F,74%,9mph,Mostly Cloudy,2017-08-12,14,1120
5339,85F,72%,9mph,Mostly Cloudy,2017-08-12,15,1145
5340,84F,74%,8mph,Mostly Cloudy,2017-08-12,16,1088
5341,83F,77%,7mph,Mostly Cloudy,2017-08-12,17,1083
5342,82F,79%,8mph,Light Rain with Thunder,2017-08-12,18,864
5343,72F,100%,12mph,Light Rain with Thunder,2017-08-12,19,667
5344,73F,90%,0mph,Light Rain,2017-08-12,20,102
5345,72F,97%,6mph,Cloudy,2017-08-12,21,210
5346,73F,96%,3mph,Cloudy,2017-08-12,22,187
5347,73F,93%,6mph,Cloudy,2017-08-13,23,138
5348,73F,93%,5mph,Cloudy,2017-08-13,0,138
5349,73F,90%,3mph,Cloudy,2017-08-13,1,98
5350,73F,84%,13mph,Mostly Cloudy,2017-08-13,2,70
5351,72F,81%,12mph,Mostly Cloudy,2017-08-13,3,34
5352,70F,87%,9mph,Mostly Cloudy,2017-08-13,4,17
5353,70F,84%,9mph,Mostly Cloudy,2017-08-13,5,26
5354,71F,81%,10mph,Mostly Cloudy,2017-08-13,6,64
5355,73F,76%,9mph,Mostly Cloudy,2017-08-13,7,146
5356,75F,71%,7mph,Mostly Cloudy,2017-08-13,8,285
5357,78F,60%,9mph,Mostly Cloudy,2017-08-13,9,623
5358,80F,58%,9mph,Mostly Cloudy,2017-08-13,10,865
5359,82F,54%,9mph,Partly Cloudy,2017-08-13,11,1035
5360,83F,49%,6mph,Mostly Cloudy,2017-08-13,12,1276
5361,84F,49%,3mph,Partly Cloudy,2017-08-13,13,1239
5362,85F,49%,7mph,Partly Cloudy,2017-08-13,14,1243
5363,85F,46%,0mph,Fair,2017-08-13,15,1155
5364,83F,49%,3mph,Partly Cloudy,2017-08-13,16,1190
5365,83F,53%,8mph,Partly Cloudy,2017-08-13,17,1111
5366,81F,56%,12mph,Partly Cloudy,2017-08-13,18,952
5367,77F,71%,8mph,Partly Cloudy,2017-08-13,19,909
5368,76F,74%,3mph,Fair,2017-08-13,20,704
5369,77F,69%,0mph,Fair,2017-08-13,21,438
5370,75F,73%,5mph,Fair,2017-08-13,22,390
5371,74F,76%,0mph,Fair,2017-08-14,23,159
5372,74F,76%,0mph,Fair,2017-08-14,0,64
5373,73F,81%,0mph,Mostly Cloudy,2017-08-14,1,32
5374,73F,87%,3mph,Cloudy,2017-08-14,2,14
5375,72F,91%,5mph,Cloudy,2017-08-14,3,6
5376,71F,90%,5mph,Mostly Cloudy,2017-08-14,4,10
5377,71F,90%,6mph,Mostly Cloudy,2017-08-14,5,79
5378,73F,84%,6mph,Cloudy,2017-08-14,6,334
5379,77F,76%,0mph,Mostly Cloudy,2017-08-14,7,778
5380,77F,74%,5mph,Mostly Cloudy,2017-08-14,8,1101
5381,78F,66%,6mph,Cloudy,2017-08-14,9,645
5382,78F,66%,7mph,Cloudy,2017-08-14,10,456
5383,79F,66%,3mph,Cloudy,2017-08-14,11,573
5384,80F,69%,0mph,Cloudy,2017-08-14,12,726
5385,79F,72%,5mph,Cloudy,2017-08-14,13,598
5386,78F,76%,5mph,Cloudy,2017-08-14,14,591
5387,78F,74%,5mph,Cloudy,2017-08-14,15,726
5388,78F,71%,0mph,Cloudy,2017-08-14,16,1060
5389,78F,74%,6mph,Cloudy,2017-08-14,17,1593
5390,77F,76%,5mph,Cloudy,2017-08-14,18,1301
5391,77F,79%,6mph,Cloudy,2017-08-14,19,921
5392,77F,79%,5mph,Cloudy,2017-08-14,20,614
5393,76F,82%,3mph,Cloudy,2017-08-14,21,495
5394,77F,79%,0mph,Cloudy,2017-08-14,22,304
5395,76F,85%,0mph,Cloudy,2017-08-15,23,158
5396,76F,85%,0mph,Cloudy,2017-08-15,0,76
5397,76F,85%,0mph,Cloudy,2017-08-15,1,34
5398,75F,87%,0mph,Cloudy,2017-08-15,2,21
5399,75F,90%,0mph,Light Rain,2017-08-15,3,8
5400,75F,94%,0mph,Cloudy,2017-08-15,4,22
5401,75F,94%,3mph,Cloudy,2017-08-15,5,106
5402,75F,96%,0mph,Light Rain,2017-08-15,6,375
5403,76F,94%,5mph,Light Rain,2017-08-15,7,726
5404,76F,97%,3mph,Light Rain,2017-08-15,8,567
5405,77F,96%,7mph,Light Rain,2017-08-15,9,177
5406,77F,96%,5mph,Light Rain,2017-08-15,10,82
5407,79F,90%,3mph,Light Rain,2017-08-15,11,93
5408,80F,85%,3mph,Cloudy,2017-08-15,12,145
5409,80F,87%,9mph,Cloudy,2017-08-15,13,318
5410,79F,88%,10mph,Cloudy,2017-08-15,14,401
5411,80F,81%,8mph,Cloudy,2017-08-15,15,550
5412,81F,82%,5mph,Mostly Cloudy,2017-08-15,16,948
5413,82F,76%,7mph,Partly Cloudy,2017-08-15,17,1467
5414,79F,88%,5mph,Cloudy,2017-08-15,18,1256
5415,79F,84%,3mph,Fair,2017-08-15,19,905
5416,78F,90%,5mph,Mostly Cloudy,2017-08-15,20,668
5417,77F,90%,3mph,Mostly Cloudy,2017-08-15,21,499
5418,75F,96%,0mph,Partly Cloudy,2017-08-15,22,351
5419,75F,96%,0mph,Mostly Cloudy,2017-08-16,23,199
5420,75F,96%,0mph,Cloudy,2017-08-16,0,61
5421,73F,96%,6mph,Cloudy,2017-08-16,1,28
5422,73F,100%,6mph,Partly Cloudy,2017-08-16,2,20
5423,73F,100%,0mph,Mostly Cloudy,2017-08-16,3,8
5424,73F,100%,0mph,Cloudy,2017-08-16,4,13
5425,73F,100%,0mph,Fog,2017-08-16,5,114
5426,75F,96%,0mph,Fog,2017-08-16,6,393
5427,76F,94%,5mph,Mostly Cloudy,2017-08-16,7,893
5428,78F,87%,5mph,Mostly Cloudy,2017-08-16,8,1319
5429,81F,79%,6mph,Cloudy,2017-08-16,9,627
5430,85F,67%,3mph,Cloudy,2017-08-16,10,464
5431,88F,57%,9mph,Mostly Cloudy,2017-08-16,11,528
5432,89F,55%,9mph,Partly Cloudy,2017-08-16,12,713
5433,91F,45%,7mph,Partly Cloudy,2017-08-16,13,629
5434,91F,45%,10mph,Mostly Cloudy,2017-08-16,14,493
5435,90F,50%,8mph,Partly Cloudy,2017-08-16,15,625
5436,88F,48%,8mph,Mostly Cloudy,2017-08-16,16,980
5437,87F,53%,8mph,Mostly Cloudy,2017-08-16,17,1576
5438,86F,57%,6mph,Mostly Cloudy,2017-08-16,18,1439
